"","dis_prep","dis_soc","dis_exp","dis_perception","dis_stepshelp","dis_confidence","dis_awareness_effect","dis_awareness_count","dis_prepactions_count","disability","care","numchild","numadult","homeownership","income_agg","rurality","age"
"3691",4,5,2,3,4,5,3,4,3,0,0,1,2,1,2,0,4
"3692",4,4,3,4,6,5,3,4,3,0,0,0,1,0,1,0,4
"3693",2,2,2,4,5,6,2,1,1,0,0,1,1,0,1,0,2
"3694",2,3,3,1,3,3,0,1,1,0,0,0,2,0,1,0,2
"3695",5,5,2,4,5,5,3,2,3,0,0,0,2,1,3,0,7
"3696",5,5,2,3,5,4,3,5,5,0,0,0,3,1,2,0,6
"3697",5,4,3,3,4,4,1,4,4,0,0,0,3,1,1,0,2
"3698",4,6,3,1,4,3,3,3,3,1,1,0,5,1,3,0,7
"3699",4,6,3,4,5,4,3,12,12,0,0,0,3,1,2,0,2
"3700",3,2,2,4,6,6,1,1,1,0,0,0,10,0,1,0,4
"3701",4,3,2,2,4,5,2,5,1,0,0,3,2,1,2,0,3
"3702",3,4,2,4,6,4,0,1,1,0,0,0,1,0,1,0,3
"3703",2,4,2,4,5,4,2,1,1,1,0,0,1,0,1,0,5
"3704",4,6,2,3,5,4,3,3,4,0,0,3,3,1,3,0,3
"3705",4,6,3,3,3,3,3,4,4,1,1,2,4,1,2,0,3
"3706",6,6,3,4,6,6,3,12,8,0,0,1,3,1,3,0,3
"3707",4,6,3,4,5,6,3,3,3,1,1,1,5,1,3,0,3
"3708",5,6,3,3,5,5,3,5,4,0,1,1,3,1,2,0,3
"3709",5,6,2,3,6,5,3,4,5,0,0,0,2,1,1,1,7
"3710",4,4,3,3,6,6,3,1,3,0,0,1,3,1,3,0,3
"3711",4,6,3,4,3,6,3,5,3,0,0,2,2,1,3,0,3
"3712",2,3,3,3,5,5,3,12,7,0,0,1,2,1,3,0,3
"3713",3,4,2,3,3,4,2,1,1,1,0,0,1,0,2,0,3
"3714",5,6,3,4,6,6,3,8,4,1,1,1,2,1,1,0,6
"3715",2,2,1,2,4,3,2,2,1,0,0,1,3,0,2,0,2
"3716",3,2,3,2,5,4,3,1,2,0,0,0,1,0,1,0,3
"3717",5,6,3,4,6,5,3,7,3,0,1,2,2,1,2,0,3
"3718",2,3,3,2,6,3,2,2,2,1,0,0,2,0,1,0,2
"3719",2,2,2,4,6,6,3,4,5,0,0,2,2,1,3,0,3
"3720",5,6,3,3,6,6,3,4,4,0,0,0,2,1,2,0,3
"3721",4,1,3,3,5,5,3,5,3,0,0,0,2,1,2,0,8
"3722",6,6,3,3,5,5,3,8,7,0,1,0,2,1,1,0,8
"3723",2,2,2,2,1,1,0,1,1,1,0,0,2,1,1,0,8
"3724",3,3,3,4,4,5,3,6,1,1,0,0,1,1,1,0,7
"3725",3,1,3,3,4,4,2,2,1,0,0,0,2,1,2,0,8
"3726",2,2,2,2,3,3,0,1,1,0,0,0,1,1,2,0,8
"3727",2,2,3,3,4,3,2,1,1,0,0,0,1,1,3,0,8
"3728",4,4,3,3,4,4,1,2,1,1,0,0,1,1,1,0,8
"3729",4,5,2,3,5,5,2,5,4,0,0,0,1,1,1,0,8
"3730",4,1,2,1,6,4,1,1,1,0,0,0,1,1,1,0,8
"3731",5,6,2,2,5,6,3,4,4,0,0,2,2,1,3,0,4
"3732",5,5,2,1,4,6,0,1,3,0,0,0,1,0,1,0,8
"3733",6,3,2,2,4,4,3,8,1,1,0,0,2,1,3,0,8
"3734",3,4,3,2,4,4,3,4,3,0,0,0,1,1,1,1,8
"3735",4,3,3,3,5,6,2,5,5,1,0,0,2,1,3,0,8
"3736",5,1,2,2,4,4,0,1,4,0,0,0,2,1,3,0,8
"3737",5,5,2,3,4,4,3,5,3,0,0,0,2,1,1,0,8
"3738",4,6,2,3,5,6,3,9,2,0,0,0,2,1,2,0,8
"3739",4,6,2,2,5,5,3,1,3,1,1,0,2,1,2,0,8
"3740",4,2,3,3,3,5,2,6,1,1,1,0,1,1,1,0,8
"3741",5,6,2,3,4,5,3,5,4,0,0,0,2,1,2,0,7
"3742",3,4,2,2,4,4,2,8,2,0,0,0,2,1,3,0,8
"3743",4,1,3,3,4,2,0,1,1,1,0,0,1,1,1,0,8
"3744",4,3,2,2,4,5,0,1,1,0,0,0,2,1,1,0,8
"3745",2,3,2,3,6,5,2,2,2,0,0,0,3,1,2,0,8
"3746",2,1,2,2,3,4,2,3,1,0,0,0,1,1,1,0,8
"3747",3,5,3,4,6,5,3,9,7,1,0,0,1,1,2,0,8
"3748",5,6,3,4,5,5,3,7,7,0,0,0,2,1,3,0,6
"3749",5,6,3,4,6,6,3,8,7,0,0,1,3,1,3,0,3
"3750",5,6,3,3,6,6,3,3,4,0,0,2,2,1,2,0,3
"3751",4,4,2,2,4,4,2,5,2,0,0,0,2,1,3,0,7
"3752",2,3,2,2,4,4,2,4,5,0,0,0,2,1,1,0,7
"3753",5,6,3,4,4,4,3,9,5,1,0,0,2,1,2,0,6
"3754",3,6,3,3,5,5,3,7,2,0,0,3,2,1,2,0,4
"3755",3,1,2,4,5,5,1,2,1,0,1,1,1,0,1,0,2
"3756",2,3,3,2,4,4,3,4,4,0,0,0,2,0,1,0,1
"3757",5,6,2,2,5,5,3,3,2,0,0,0,2,1,3,0,6
"3758",6,6,3,3,6,6,3,9,9,0,0,0,2,1,3,0,6
"3759",2,2,3,2,2,4,0,1,1,0,0,0,1,1,2,0,5
"3760",4,6,2,3,5,5,3,7,5,0,0,0,2,1,3,0,6
"3761",5,5,2,3,5,5,3,5,5,0,0,0,2,1,2,0,3
"3762",4,2,2,2,3,5,3,5,3,1,0,0,2,1,1,1,6
"3763",4,6,3,3,6,6,3,5,2,0,0,0,1,0,1,0,2
"3764",4,5,2,4,5,5,3,2,3,0,0,2,3,1,3,0,3
"3765",6,6,2,3,6,6,3,12,12,0,0,0,2,1,2,0,2
"3766",5,1,2,1,2,2,0,1,1,0,0,0,4,1,2,0,3
"3767",2,2,2,2,6,6,0,1,1,0,1,0,2,1,1,0,5
"3768",4,6,3,4,6,6,3,5,6,0,0,3,2,1,3,0,3
"3769",4,6,3,3,6,5,3,9,4,0,0,0,2,1,2,0,8
"3770",3,3,2,2,4,4,2,5,2,0,0,0,3,1,1,0,6
"3771",5,5,3,4,5,5,3,4,6,0,1,3,2,1,3,0,4
"3772",4,4,2,4,3,4,3,3,4,1,1,0,2,1,2,0,7
"3773",5,4,2,3,6,5,3,8,6,1,1,0,3,1,2,0,6
"3774",3,1,2,3,4,4,3,4,1,0,0,0,6,0,1,0,1
"3775",3,3,2,2,6,6,2,7,1,0,0,0,2,0,3,0,2
"3776",4,4,3,3,4,4,2,4,2,1,0,0,1,1,2,1,7
"3777",3,3,2,3,4,4,3,3,3,0,1,1,3,1,1,0,4
"3778",2,1,2,1,2,2,1,1,1,0,0,0,2,0,2,0,2
"3779",4,6,3,2,4,5,0,1,1,0,0,0,2,1,3,1,6
"3780",4,5,2,3,6,5,3,8,5,0,0,1,3,0,1,0,2
"3781",3,5,2,2,4,4,3,3,1,0,0,0,1,0,2,0,2
"3782",3,5,3,2,4,4,3,4,3,0,0,1,3,1,1,1,5
"3783",5,3,3,3,5,5,3,5,6,0,0,3,2,0,1,0,2
"3784",4,5,2,2,4,5,3,6,4,0,0,3,2,1,3,0,3
"3785",5,6,3,2,4,6,3,7,7,1,0,0,1,1,1,0,7
"3786",4,5,3,3,4,4,3,8,10,0,1,0,2,1,1,0,5
"3787",5,6,3,4,6,6,3,7,8,0,0,0,2,1,3,0,6
"3788",4,6,3,4,5,5,3,6,3,0,1,2,2,1,2,0,3
"3789",2,2,2,2,4,4,3,2,2,0,0,0,1,0,1,0,7
"3790",4,4,3,2,6,4,2,8,6,0,0,0,3,1,3,0,6
"3791",5,6,3,3,5,6,3,6,5,0,0,1,1,1,2,0,4
"3792",5,4,3,3,6,3,3,7,3,1,0,0,1,0,2,0,6
"3793",5,6,3,3,3,4,3,8,9,0,0,0,1,1,1,0,5
"3794",4,4,3,4,5,4,3,3,5,0,1,2,4,1,3,0,5
"3795",5,5,3,3,6,5,3,7,4,0,0,2,2,1,2,0,2
"3796",4,6,3,2,5,5,3,4,6,0,0,0,2,1,3,0,6
"3797",5,4,3,3,6,5,3,12,2,0,0,0,2,0,2,0,6
"3798",4,4,2,3,5,5,2,4,1,0,0,4,2,1,3,0,4
"3799",4,4,3,4,4,3,2,4,2,1,0,0,1,1,1,0,5
"3800",5,5,2,3,6,6,3,7,8,0,0,3,2,1,3,0,4
"3801",5,6,3,3,4,5,3,10,9,0,0,0,2,1,2,0,7
"3802",4,3,3,3,6,2,0,1,1,1,0,0,1,1,3,1,7
"3803",6,6,3,4,5,4,0,1,2,0,0,0,4,1,3,0,2
"3804",4,4,3,3,5,4,3,4,3,0,0,0,1,1,1,1,6
"3805",5,6,3,4,6,6,3,12,1,0,0,0,1,1,2,0,3
"3806",4,3,2,3,5,6,2,3,3,1,0,1,1,0,1,0,4
"3807",4,3,2,2,3,4,3,3,4,0,0,1,3,1,2,1,4
"3808",4,6,3,4,6,6,3,9,7,0,1,2,2,1,3,0,3
"3809",6,6,3,4,6,6,3,12,11,0,0,2,2,1,2,0,2
"3810",2,3,2,4,5,3,0,1,1,0,0,0,2,1,1,0,7
"3811",2,2,2,4,6,6,3,8,4,0,0,0,1,0,1,0,3
"3812",5,5,2,2,5,5,3,7,6,1,1,0,2,1,1,0,7
"3813",4,4,2,3,4,4,2,2,2,0,0,0,2,1,2,0,6
"3814",6,6,3,3,5,5,3,3,3,0,1,0,4,1,2,0,3
"3815",4,3,2,2,4,6,2,3,1,0,0,3,2,1,2,0,5
"3816",5,6,2,1,6,6,3,6,4,0,0,0,5,1,1,0,4
"3817",2,4,2,4,6,6,2,3,4,0,0,1,2,0,1,0,2
"3818",2,4,2,2,6,6,3,11,7,0,0,3,2,1,3,0,4
"3819",2,1,2,2,4,1,2,6,1,1,0,0,2,1,3,0,7
"3820",5,6,3,3,6,6,3,8,8,1,0,0,2,1,2,0,6
"3821",5,5,3,3,4,3,3,3,4,0,0,0,1,0,1,0,6
"3822",6,6,3,3,6,6,3,9,8,0,0,0,1,1,2,0,7
"3823",5,4,3,2,6,4,3,5,4,0,0,1,2,1,3,0,2
"3824",5,5,2,2,4,4,3,5,3,0,0,0,2,1,2,0,4
"3825",3,4,2,3,4,4,3,4,6,0,0,0,1,0,2,0,2
"3826",5,6,3,3,6,5,3,8,9,0,0,0,3,1,3,0,3
"3827",5,6,3,4,6,6,3,12,8,0,0,0,1,1,1,0,6
"3828",4,5,3,1,5,4,2,6,3,1,0,0,3,1,3,0,4
"3829",4,6,3,3,5,5,3,8,8,1,1,0,2,1,2,0,6
"3830",5,5,3,2,5,5,3,4,5,0,0,1,2,1,2,0,3
"3831",3,2,3,3,4,3,3,3,3,1,0,0,1,1,2,1,6
"3832",5,5,3,4,5,6,3,3,2,0,0,2,4,0,2,1,3
"3833",4,3,3,3,5,4,3,6,4,0,1,0,3,1,3,0,3
"3834",5,5,3,4,5,6,3,3,3,1,1,1,1,0,1,0,5
"3835",5,5,2,3,6,6,3,7,7,1,0,0,4,0,3,0,2
"3836",5,5,3,4,6,4,3,9,9,1,1,2,2,1,1,0,3
"3837",3,1,3,3,5,3,0,1,2,0,0,0,1,0,1,0,6
"3838",4,3,3,3,5,5,3,7,2,0,0,3,2,0,1,0,3
"3839",2,3,3,3,4,4,0,1,1,1,0,0,2,1,1,0,6
"3840",5,5,2,3,6,5,3,9,8,1,0,1,2,1,1,0,5
"3841",6,5,2,2,4,5,3,3,3,0,0,0,2,1,2,0,6
"3842",4,5,2,4,6,6,3,4,4,0,0,2,4,1,3,0,3
"3843",5,6,3,3,5,5,3,6,4,1,0,0,1,0,1,0,7
"3844",3,5,3,2,3,3,0,1,1,0,0,0,2,1,1,1,6
"3845",5,6,2,3,4,5,3,6,4,0,0,0,2,1,2,1,7
"3846",2,2,2,1,3,2,0,1,1,0,0,0,1,1,1,0,7
"3847",4,5,2,3,6,6,3,4,3,0,0,0,1,0,1,1,3
"3848",5,6,3,3,5,5,2,5,4,0,0,0,2,1,2,0,6
"3849",3,4,3,3,5,6,3,4,3,0,0,0,1,0,3,0,2
"3850",4,3,3,3,6,6,3,3,3,1,1,1,3,0,1,0,5
"3851",4,4,2,3,5,3,3,5,2,1,1,0,2,0,1,1,5
"3852",4,5,2,3,4,4,3,1,1,0,0,1,2,0,1,0,2
"3853",4,3,2,4,3,3,2,4,3,1,1,0,3,1,1,1,6
"3854",4,4,2,2,4,4,3,3,3,0,0,2,2,1,3,0,4
"3855",5,6,3,3,4,5,3,3,2,0,0,0,1,0,1,0,4
"3856",2,2,2,1,1,4,0,1,1,1,1,2,3,0,2,0,4
"3857",3,3,3,4,4,3,2,7,3,0,0,0,2,1,1,0,2
"3858",2,2,2,1,4,3,0,1,1,0,1,0,2,1,1,0,6
"3859",3,4,2,3,6,5,2,7,6,0,0,2,2,1,3,0,3
"3860",5,6,2,4,6,4,3,4,5,0,0,1,2,1,1,0,3
"3861",4,3,3,2,4,5,2,4,3,1,0,0,2,1,2,0,6
"3862",2,2,2,2,1,2,0,1,1,1,0,0,1,1,1,0,7
"3863",4,4,3,3,5,4,3,5,6,1,1,0,3,1,1,0,2
"3864",4,5,2,2,4,5,3,4,2,0,0,0,3,1,3,0,7
"3865",3,3,3,2,4,4,1,5,1,0,0,0,2,1,3,0,2
"3866",4,5,2,3,5,4,3,1,4,0,1,0,2,1,2,0,4
"3867",4,4,3,3,6,4,3,6,2,1,0,0,4,0,1,0,5
"3868",5,6,2,2,4,4,0,1,1,0,0,0,1,1,1,0,7
"3869",6,6,2,2,6,5,3,4,4,0,0,2,4,0,1,0,3
"3870",4,3,3,3,5,4,3,5,4,0,0,3,1,0,1,0,3
"3871",3,4,3,4,5,5,3,10,10,0,0,0,1,0,2,0,4
"3872",3,5,3,3,4,3,3,9,5,0,0,0,2,1,1,0,2
"3873",3,1,2,1,1,4,0,1,6,0,0,0,1,1,2,0,6
"3874",5,6,3,3,6,5,3,4,4,0,1,0,2,0,1,0,6
"3875",4,4,2,2,6,6,3,5,4,0,0,3,2,1,1,0,3
"3876",2,2,3,2,1,1,0,1,1,1,0,1,4,0,1,0,5
"3877",4,5,3,1,5,4,3,6,1,0,0,0,2,1,2,1,3
"3878",2,4,3,3,6,5,3,4,1,0,0,3,2,1,2,0,3
"3879",4,6,2,3,6,5,3,4,6,0,0,0,1,1,1,0,6
"3880",4,3,2,4,3,3,2,4,1,0,0,0,2,1,3,0,7
"3881",2,3,2,2,3,3,0,1,1,0,0,0,1,0,1,1,5
"3882",4,5,2,1,5,6,3,7,7,1,0,0,2,1,2,0,5
"3883",4,6,2,3,5,5,3,3,3,0,0,0,1,1,1,0,6
"3884",3,6,2,3,4,5,3,8,4,0,0,2,2,1,3,0,3
"3885",4,4,3,3,5,4,3,2,1,0,0,0,2,1,2,0,3
"3886",5,5,3,3,6,4,3,3,3,0,0,1,3,1,1,0,2
"3887",4,3,2,3,5,4,3,11,4,1,1,1,4,1,3,0,2
"3888",4,3,3,3,4,5,2,5,3,0,0,0,2,1,3,0,6
"3889",4,4,3,3,6,6,3,7,6,1,0,1,1,0,1,0,5
"3890",3,4,3,2,4,4,2,5,1,0,0,4,2,0,1,0,1
"3891",5,5,3,3,5,5,3,7,2,0,0,1,2,1,2,0,2
"3892",4,4,2,3,5,5,3,6,3,1,0,3,2,0,1,0,3
"3893",4,3,3,3,6,3,3,5,3,0,1,1,3,1,2,0,2
"3894",3,3,3,2,5,4,3,4,5,0,0,2,2,1,2,0,5
"3895",6,6,3,1,5,5,3,8,2,0,0,0,1,0,1,0,7
"3896",3,3,3,3,6,5,2,2,2,1,0,0,2,1,3,0,5
"3897",5,6,1,1,4,4,0,1,1,0,0,0,2,1,2,0,4
"3898",2,1,2,1,4,4,0,1,1,0,0,0,3,1,3,0,5
"3899",4,4,2,1,6,5,3,5,5,0,0,0,3,1,2,0,6
"3900",2,1,2,2,4,3,2,1,1,1,0,0,1,0,1,0,6
"3901",3,5,3,4,5,6,3,5,1,1,0,0,2,0,1,0,5
"3902",2,4,3,4,6,6,3,2,1,0,0,0,1,0,2,0,3
"3903",5,6,2,2,4,3,3,1,1,0,0,0,4,1,3,0,6
"3904",4,5,2,1,5,5,3,9,8,1,0,0,2,1,2,0,7
"3905",6,6,3,3,5,5,3,8,8,1,0,1,1,0,1,0,5
"3906",2,6,2,3,4,4,2,1,1,0,0,0,2,0,2,0,3
"3907",4,3,2,3,6,6,3,6,5,0,0,2,2,1,2,0,2
"3908",6,6,2,1,6,6,3,6,8,0,0,0,2,1,3,0,5
"3909",3,3,3,2,6,4,2,5,1,0,0,0,1,0,1,0,2
"3910",2,3,2,4,1,3,0,1,1,1,1,0,4,1,2,0,6
"3911",3,4,3,2,5,3,2,6,2,0,0,0,2,1,3,0,5
"3912",4,3,1,3,1,1,0,1,1,1,1,0,2,1,2,0,5
"3913",4,3,3,2,4,4,1,2,3,0,0,0,2,1,3,0,6
"3914",2,1,2,1,5,2,2,9,1,0,0,0,3,0,1,0,4
"3915",6,6,2,3,5,5,3,4,4,0,0,0,2,1,3,0,6
"3916",2,2,2,4,5,5,2,8,7,0,0,1,3,1,3,0,3
"3917",6,5,2,1,6,5,3,5,3,0,1,0,1,1,1,0,5
"3918",4,6,2,2,4,6,3,8,8,0,0,0,2,1,2,0,6
"3919",2,3,2,1,5,4,0,1,1,0,0,0,1,1,1,0,5
"3920",3,2,2,3,4,3,2,1,1,0,0,1,2,0,1,0,2
"3921",2,2,2,1,3,3,0,1,1,0,0,0,1,1,1,0,6
"3922",6,6,2,3,6,5,3,6,6,0,0,1,3,0,1,0,5
"3923",3,4,2,2,5,3,2,7,7,0,0,1,4,0,1,0,2
"3924",2,2,2,4,3,3,0,1,1,0,0,0,3,1,3,0,3
"3925",2,2,1,2,1,5,2,1,1,0,0,1,2,0,1,0,5
"3926",4,6,1,4,6,4,3,7,8,1,1,0,2,1,2,0,5
"3927",4,3,2,4,6,6,3,5,7,1,0,4,4,1,2,0,6
"3928",3,4,2,3,4,4,1,2,3,0,1,0,5,1,2,0,5
"3929",1,5,3,2,5,5,3,5,5,0,0,0,2,0,2,0,2
"3930",2,2,2,3,4,4,3,4,3,0,1,2,2,0,1,0,1
"3931",2,1,3,1,1,2,0,1,1,0,1,2,4,1,1,0,2
"3932",4,5,3,3,4,4,3,6,6,0,0,0,4,1,2,0,3
"3933",2,2,2,1,1,1,0,1,1,0,0,1,4,1,1,0,3
"3934",2,3,2,2,4,6,2,2,1,0,0,0,2,1,2,0,6
"3935",4,5,2,4,5,6,3,5,5,0,0,3,5,0,1,0,1
"3936",4,4,3,2,4,4,3,4,4,0,0,1,2,1,2,0,3
"3937",4,3,2,3,5,4,3,5,4,0,0,0,2,1,3,0,6
"3938",4,4,2,3,5,5,3,5,3,1,0,0,1,0,1,0,6
"3939",2,2,2,2,4,5,2,1,2,0,1,0,1,1,2,0,8
"3940",4,5,2,3,5,5,3,6,6,0,0,0,2,1,1,0,5
"3941",5,1,2,4,5,5,3,4,5,1,1,0,2,1,2,0,8
"3942",4,4,3,4,4,5,3,5,5,0,0,1,2,0,2,0,2
"3943",4,4,3,3,4,6,3,7,4,0,0,0,2,1,3,0,6
"3944",4,3,1,3,4,4,3,5,2,0,0,0,2,0,1,0,2
"3945",2,2,2,2,4,4,2,1,1,0,0,1,4,0,1,1,3
"3946",5,5,3,3,6,4,3,3,3,0,0,1,4,0,3,0,2
"3947",3,4,3,3,5,5,3,5,3,0,1,0,2,1,2,0,2
"3948",3,6,3,3,4,4,3,5,5,1,0,0,2,1,1,1,6
"3949",4,3,3,3,6,6,0,1,1,0,0,0,3,1,1,0,5
"3950",3,5,2,3,5,5,2,4,3,1,0,0,1,0,1,0,4
"3951",5,5,2,3,5,5,3,3,4,0,0,1,2,0,2,0,3
"3952",3,5,2,2,3,6,3,4,11,0,0,1,3,0,2,0,3
"3953",5,6,2,2,6,3,3,10,7,1,0,0,3,0,1,0,6
"3954",2,1,2,3,5,4,0,1,1,1,0,0,1,0,1,0,5
"3955",6,6,3,3,6,6,3,3,8,0,0,2,2,1,3,0,3
"3956",4,3,3,4,5,4,2,3,1,0,0,2,2,0,3,0,4
"3957",2,3,2,3,5,3,0,1,1,0,0,0,2,1,2,0,3
"3958",5,5,2,1,5,5,2,2,1,0,0,0,2,1,3,0,4
"3959",4,4,3,3,5,5,3,3,4,0,0,1,2,1,2,0,2
"3960",4,6,3,3,6,6,3,9,7,0,1,0,3,1,2,0,4
"3961",2,6,3,4,6,6,3,1,1,1,1,2,2,1,1,0,2
"3962",5,6,1,3,5,6,3,10,5,0,0,0,2,0,1,0,3
"3963",2,2,2,2,4,4,2,3,1,0,0,0,1,0,1,1,2
"3964",2,2,2,2,5,3,0,1,1,0,1,0,2,1,2,0,4
"3965",3,4,2,3,5,5,3,7,6,1,0,0,2,1,3,0,7
"3966",3,6,3,3,5,6,3,1,1,0,1,0,1,0,1,0,2
"3967",2,4,3,4,4,4,2,2,1,0,0,0,2,1,1,1,5
"3968",4,4,3,3,6,4,3,6,2,1,0,0,1,1,1,0,6
"3969",3,4,3,2,6,4,3,6,2,0,0,0,1,1,1,0,2
"3970",2,3,2,3,5,5,2,3,1,0,0,0,1,0,2,0,2
"3971",6,6,2,3,6,6,3,4,4,0,0,0,2,0,3,0,5
"3972",4,3,2,3,6,6,0,1,1,0,0,0,2,1,1,0,3
"3973",2,3,3,3,4,3,2,4,1,0,0,2,1,1,3,0,4
"3974",4,5,3,3,5,4,3,4,4,0,0,3,2,1,3,0,3
"3975",4,4,3,4,3,4,3,6,6,0,0,2,5,1,1,0,3
"3976",4,4,3,4,5,5,3,4,2,0,0,0,2,0,2,0,3
"3977",2,3,2,4,1,1,0,1,1,0,1,2,7,1,2,0,4
"3978",4,6,3,3,4,3,3,4,1,0,0,0,2,1,1,0,5
"3979",5,6,2,4,5,6,3,6,1,0,0,0,1,1,1,0,2
"3980",2,1,2,2,4,5,2,7,1,1,1,0,1,0,1,0,5
"3981",4,3,2,4,6,6,3,3,5,0,0,2,3,0,1,0,3
"3982",5,5,2,4,5,4,3,7,2,1,0,0,1,0,1,0,5
"3983",5,5,3,3,5,4,3,6,5,0,0,0,5,1,2,0,2
"3984",4,6,3,3,5,5,3,8,7,0,0,1,3,1,2,0,4
"3985",3,6,3,4,6,6,3,3,3,1,1,0,4,0,1,0,2
"3986",4,3,2,3,4,5,2,4,1,0,0,0,1,0,2,0,2
"3987",5,5,2,4,6,6,3,9,12,0,0,0,1,1,1,0,3
"3988",4,4,2,2,5,2,3,3,3,1,0,1,2,1,1,0,4
"3989",6,6,2,2,6,6,0,1,6,0,0,0,1,1,2,0,7
"3990",5,4,3,3,4,4,3,2,2,1,0,0,1,0,1,0,6
"3991",2,1,2,2,4,5,2,3,1,0,0,1,2,0,2,0,3
"3992",4,6,2,2,5,4,3,4,2,0,0,0,4,1,3,0,3
"3993",3,3,2,2,4,6,2,5,1,0,0,0,2,1,3,0,7
"3994",2,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,6
"3995",2,2,2,2,4,4,0,1,1,0,0,0,1,1,1,0,3
"3996",4,4,3,3,5,5,3,6,4,0,0,0,1,1,1,1,6
"3997",4,3,2,3,4,4,0,1,1,0,0,0,1,1,1,0,6
"3998",2,3,2,1,5,4,0,1,1,0,0,0,2,1,1,0,2
"3999",5,6,3,4,5,6,3,6,5,0,0,1,3,1,3,0,4
"4000",2,4,3,1,3,3,0,1,1,0,0,0,2,1,1,0,4
"4001",4,4,2,3,6,5,3,4,3,0,0,0,1,0,2,0,6
"4002",4,3,3,4,3,3,3,6,4,1,1,0,3,1,2,0,5
"4003",5,5,3,1,6,5,3,5,5,1,1,0,3,1,2,0,6
"4004",3,4,3,4,6,5,3,6,5,0,0,0,4,0,1,0,2
"4005",4,4,3,3,5,4,3,6,3,0,0,0,1,1,2,0,4
"4006",4,3,2,3,5,4,2,6,6,0,1,2,3,0,1,0,3
"4007",5,5,3,3,6,6,3,2,1,0,0,0,2,1,3,0,5
"4008",2,3,2,3,5,6,2,4,1,0,0,0,1,0,1,0,3
"4009",2,1,2,1,6,4,3,1,1,0,0,1,1,0,1,0,2
"4010",4,4,3,3,4,4,3,2,3,1,0,0,5,1,3,0,1
"4011",4,4,2,4,5,5,3,4,3,0,0,1,3,1,3,0,5
"4012",4,6,3,1,5,5,0,1,2,0,0,2,2,1,3,0,4
"4013",3,6,2,1,4,4,3,8,4,1,1,0,2,1,1,0,6
"4014",4,4,2,1,6,5,2,8,5,0,0,2,3,1,3,0,5
"4015",2,3,2,4,3,3,2,1,1,0,0,0,1,0,1,0,5
"4016",4,6,3,2,4,6,3,2,4,0,0,0,2,1,2,0,6
"4017",4,6,3,3,6,6,3,1,1,1,1,1,3,0,3,0,4
"4018",4,4,3,2,4,3,2,3,1,1,0,0,3,1,1,1,5
"4019",5,5,3,3,6,6,3,9,6,0,0,0,2,1,2,1,5
"4020",4,3,3,3,4,5,2,5,5,1,0,0,2,1,1,0,6
"4021",4,6,1,1,6,6,0,1,1,1,0,0,1,0,1,0,5
"4022",5,3,2,3,3,2,3,2,1,0,0,0,2,1,1,0,5
"4023",4,1,2,1,4,3,0,1,2,0,0,0,3,1,2,0,5
"4024",4,2,3,3,6,5,2,1,1,0,0,2,2,0,1,0,3
"4025",4,6,3,4,6,5,3,2,1,1,1,1,3,1,1,0,3
"4026",2,2,2,2,4,3,0,1,1,0,0,0,2,1,3,0,5
"4027",4,6,3,4,6,6,3,10,6,0,0,1,2,1,2,0,3
"4028",2,2,2,2,4,2,0,1,1,0,0,0,1,1,1,0,7
"4029",5,5,3,4,6,4,3,4,1,1,0,1,3,0,2,0,4
"4030",5,6,2,2,4,4,3,4,4,1,0,0,3,1,2,0,7
"4031",4,3,3,1,4,4,2,6,1,1,0,0,1,1,1,0,7
"4032",4,4,2,2,5,4,2,2,4,0,0,0,4,1,3,0,5
"4033",3,3,3,1,6,4,1,9,4,0,1,3,1,0,1,1,3
"4034",4,5,3,3,4,5,0,1,8,1,0,0,2,1,3,0,7
"4035",4,6,3,3,5,5,3,7,8,0,0,0,1,0,1,0,4
"4036",4,4,3,2,5,5,3,6,1,0,0,0,3,1,1,0,5
"4037",4,3,2,2,5,6,3,9,6,0,0,1,2,0,2,0,3
"4038",5,4,3,3,6,5,3,5,4,0,0,0,2,1,1,0,5
"4039",3,2,2,2,4,5,2,3,1,0,0,0,1,1,2,0,2
"4040",6,6,2,3,6,6,3,9,9,0,0,2,4,1,1,1,6
"4041",3,3,2,2,6,5,3,3,3,0,0,1,3,0,1,0,2
"4042",2,2,2,1,1,2,0,1,1,1,0,0,4,1,1,0,6
"4043",3,4,3,4,5,5,3,4,3,1,1,1,2,1,2,0,3
"4044",3,4,3,3,3,5,3,3,4,0,1,0,4,1,1,0,2
"4045",5,5,3,3,5,6,3,6,7,0,0,0,2,1,2,0,2
"4046",4,6,3,2,3,5,3,9,9,0,0,0,1,1,2,0,8
"4047",5,4,3,3,5,5,0,1,3,0,1,2,7,1,2,0,4
"4048",4,5,3,4,6,6,3,8,2,0,0,0,3,1,2,0,2
"4049",6,6,2,2,3,5,3,3,3,0,0,3,2,1,3,0,4
"4050",4,4,3,3,4,4,0,1,1,0,0,0,2,1,2,0,6
"4051",2,4,1,3,5,5,3,6,3,0,1,1,2,1,3,0,4
"4052",4,6,3,3,6,6,3,9,9,1,1,1,3,1,3,0,4
"4053",5,5,3,4,6,5,3,6,8,0,1,3,3,0,1,0,2
"4054",6,6,3,3,6,6,3,6,4,1,0,0,1,0,1,0,7
"4055",5,6,3,1,4,5,3,8,5,0,0,1,1,0,2,0,3
